30.8,0.07,2.5,5,82
30.8,0.07,2.5,5,82
31.08,0.07,2.5,5,82
30.8,0.07,2.5,5,82
25.05,0.58,2,4,82
25.44,0,2.5,4,82
22.91,0,2.5,3,82
31.08,0,4.5,5,82
31.08,0,4.5,5,82
30.8,0,4.5,5,82
31.08,0,4.5,5,82
31.08,0,4.5,5,82
25.05,0.58,4,4,82
25.44,0,4.5,4,82
22.91,0,4.5,3,82
31.08,0,6.5,5,82
31.08,0,6.5,5,82
30.8,0,6.5,5,82
31.08,0,6.5,5,82
31.08,0,6.5,5,82
30.8,0.05,4.5,5,83
31.08,0.05,4.5,5,83
30.8,0.05,4.5,5,83
30.53,0.07,0,5,83
31.36,0,0.5,5,83
31.36,0,0.5,5,83
31.08,0,0.5,5,83
30.8,0.05,6.5,5,83
31.08,0.05,6.5,5,83
30.8,0.05,6.5,5,83
31.36,0,2.5,5,83
31.36,0,2.5,5,83
31.08,0,2.5,5,83
30.8,0.05,4.5,5,83
31.08,0.05,4.5,5,83
30.8,0.05,4.5,5,83
30.8,0.05,6.5,5,83
31.08,0.05,6.5,5,83
30.8,0.05,6.5,5,83
